follower_username,followee_username
user_107926385284408156819,user_114469254206078607532
user_103693408904411606512,user_109813811254829685344
user_102904072906435195211,user_114308997625908526960
user_112450551749208408589,user_116302527527023675412
user_114870652491954460386,user_103484147548147545515
user_102179898810351096347,user_114466969251209334825
user_115221898088173734174,user_102341630040060852330
user_116785581294120406864,user_102034052532213921839
user_116766352265080910418,user_111246222621577046613
user_113003110209055466285,user_103693408904411606512
user_108056398297424061653,user_111162301399626566385
user_101222579319909953067,user_100329698645326486178
user_104428814384443083380,user_117421021456205115327
user_106027609527831583580,user_111395306401981598462
user_107833107845497630206,user_103907806627406122152
user_115106448444522478339,user_109854304647212696025
user_105598331474460267998,user_106198127150293840110
user_111035851894814840076,user_114717554329322767813
user_102665200552377966664,user_100075370731033242197
user_103341723446617438320,user_115772174763814642163
user_102255986016613110352,user_103827994744677907585
user_118301801570268856235,user_116807883656585676940
user_107211094246725549672,user_104629412415657030658
user_112188647432305746617,user_106682831104422461380
user_110865239138634754687,user_115221898088173734174
user_105146290850515029724,user_109504153335660824173
user_101283929962950159921,user_114853458007065354930
user_112216705550566244316,user_113941490892811952666
user_103616688306533110915,user_108646644922255760914
user_117220917963904171499,user_105126600602218044918
user_115958937168985975805,user_101265890424846702444
user_105071119031637859845,user_103541694080221120019
user_105557068601771362265,user_103616688306533110915
user_103721531088765428547,user_110348137481819778312
user_113838352498860544569,user_117377434815709898403
user_113764089012565237302,user_117204793383823278359
user_104687831543694050353,user_101849747879612982297
user_113514115429569600130,user_110454253627715621789
user_115663349712547159066,user_114306538396628698802
user_115541776543203333211,user_115080511474130363904
user_110258899475477198037,user_103778462564599113222
user_105126600602218044918,user_107182023412675026262
user_116513405135290689474,user_118207880179234484610
user_115243459806091371553,user_107140884077582692033
user_111035851894814840076,user_100411393388776865339
user_100555383096414009506,user_101703900497034523246
user_113384490254116477731,user_106558284273162270526
user_100555383096414009506,user_117746064116017163300
user_114645086303061668621,user_109869514522731886677
user_117204007711056468256,user_101261243957067319422
user_101448421982595335481,user_114930558215776389910
user_103103834116993607848,user_114853458007065354930
user_105248484118148978714,user_118254993345625377660
user_117297867503542100495,user_112472063587247013272
user_107318169263608653171,user_102669925369002527521
user_112456998320142661662,user_105551989431666449555
user_113211392356513293746,user_101625160056474857859
user_118224579703977604263,user_103693408904411606512
user_116407635616074189669,user_107045935786045013731
user_100834378485895409468,user_113217924531763968801
user_107727150903234299458,user_108056398297424061653
user_117501857213226184953,user_115740425396974668440
user_110877363259509543172,user_102271937385988687810
user_108322543021146059132,user_113475277239647026452
user_100447532306249738876,user_112960790583164686894
user_100075370731033242197,user_107444953832494307031
user_103368812767070779872,user_111164095920889813531
user_105071119031637859845,user_113544226688149802325
user_107995619131918290344,user_102797953003564182378
user_105015334290243649083,user_104397059726359189186
user_110379434263550065795,user_118292708268361843293
user_105650167745347450637,user_103839604733587411268
user_102889559256621132781,user_117220229319287930142
user_113316148669723868015,user_103618543375127073102
user_109813811254829685344,user_108271734388645113229
user_103140137391526341351,user_108012991939099820186
user_104679138423679974698,user_108079904701697074842
user_107101180435512134121,user_104586573589872571364
user_105248484118148978714,user_110378953230340021029
user_109596373340495798827,user_111673138323328180600
user_116513405135290689474,user_114700236104341164111
user_117297867503542100495,user_101035196437264488455
user_103490014051577974992,user_104619747503393735851
user_112333933532796782076,user_103135469583952620852
user_107565646610688820163,user_116785581294120406864
user_114857801937726299428,user_110446538727989465968
user_118211470604625240348,user_109213341727335961954
user_116513405135290689474,user_111688710840393224386
user_106612198252274444886,user_112761413213697188630
user_114345903275605514915,user_114247122654933033701
user_110402676895484917704,user_114122960748905067938
user_100923216452194411003,user_114919915226752492773
user_110258899475477198037,user_115360471097759949621
user_107727150903234299458,user_104570711580136846518
user_107375322906605680039,user_114850559479625069262
user_101720949843787442951,user_115947571425501492839
user_110776101657735290617,user_108640673873589796416
user_116339430670263519533,user_102476152658204495450
user_103912470393680459414,user_108320953284407783437
user_110792617224152644180,user_113593979594890738368
user_103825681530404900115,user_117421021456205115327
user_101465854435804471513,user_117388252776312694644
user_102149364210050358793,user_107538503004482952974
user_100209651993563042175,user_115459243651688775505
user_117259934788907243749,user_108152786201218528136
user_108869749635348559485,user_101441913939865423456
user_104064546334481015008,user_113715935026755255296
user_109877035555455451821,user_111716948575577959969
user_110701307803962595019,user_106526452034734966566
user_105226553876340461108,user_104629412415657030658
user_104424338679069151673,user_118301801570268856235
user_117259934788907243749,user_109895887909967698705
user_117791391761541223690,user_116719211656774388392
user_100487948960127602987,user_104356883036782964619
user_109699802280969182272,user_109849052345512343653
user_113859540036726448291,user_109330684746468207713
user_110258899475477198037,user_105951083208800607266
user_109596373340495798827,user_106318111152683661692
user_114688759411241407928,user_104619747503393735851
user_113146799877690470424,user_111310990991240556038
user_109130886479781915270,user_106533248943352121512
user_107375322906605680039,user_102038831382717835405
user_106944536119733342041,user_100894513529515310753
user_102216887206636463918,user_109813896768294978296
user_106318111152683661692,user_107753428759636856492
user_104687831543694050353,user_117465496456103763317
user_103145081878594422544,user_114082129627545059603
user_107379489464447013340,user_113117251731252114390
user_116388205548839459693,user_110456453592220725136
user_101692096009250888838,user_102522934609785480475
user_113764089012565237302,user_101052845941647002594
user_106682831104422461380,user_103541694080221120019
user_112696040957795558674,user_112650518269025150644
user_104743018975943257212,user_111002131107129454275
user_111860497034317566483,user_101415424972852927890
user_112216705550566244316,user_105551989431666449555
user_108066571890832937802,user_114831291174925522786
user_107612997855711957528,user_100377940347053808663
user_101733511248571240829,user_115516333681138986628
user_114516047414042281846,user_105237212888595777019
user_100528843579371775272,user_117091380454742934025
user_100168203957604618031,user_105959481511766460998
user_113340344488226387361,user_100673001273604863893
user_108189587050871927619,user_112353571951662353120
user_117286003363424561697,user_107156755577155979497
user_112658509879375652305,user_108396103565552463387
user_103020757351652425388,user_105841645449323318101
user_105539218412370809944,user_109895887909967698705
user_107831413340697273273,user_116899029375914044550
user_113593979594890738368,user_108869749635348559485
user_103020757351652425388,user_106100296973968329853
user_107625557514813177939,user_108657110797634380814
user_114688759411241407928,user_106189723444098348646
user_108105194941776408439,user_116229124946104902105
user_109699802280969182272,user_100923216452194411003
user_102648148748642147788,user_115404182941170857382
user_103739956981270863755,user_114870442606699980960
user_117908036374671367769,user_102150693225130002912
user_105324761189549512199,user_106734796011714755852
user_116737306836663798171,user_114688759411241407928
user_103389452828130864950,user_100518419853963396365
user_103697821787469756035,user_101698568710409127237
user_101733511248571240829,user_114765095157367281222
user_102255986016613110352,user_101265890424846702444
user_112433233162542061134,user_103300363750121441954
user_100856215453651990855,user_101448421982595335481
user_109454408494598337213,user_115047896996200277508
user_103490014051577974992,user_112799586715644830245
user_107379489464447013340,user_100523784851251213675
user_109923941665874520762,user_113882113745075873153
user_103368812767070779872,user_107300439022352685764
user_107565646610688820163,user_114618043230336563405
user_110276241285032138769,user_100872931924256445066
user_110792617224152644180,user_114831291174925522786
user_112799586715644830245,user_106100296973968329853
user_102179898810351096347,user_110454253627715621789
user_100487948960127602987,user_107111579950257773726
user_112188647432305746617,user_111514703680615678387
user_117270655453846612117,user_107234826207633309420
user_106724181552911298818,user_106086121009771648314
user_108322543021146059132,user_107602882044753150398
user_115970504272079730559,user_109306827362311084040
user_112579116320573535497,user_107988469357342173268
user_107625557514813177939,user_114466969251209334825
user_103825681530404900115,user_103493459351957813291
user_103133177397090504113,user_108176814619778619437
user_116200892915573902040,user_100493440776527702800
user_110276241285032138769,user_118230138066120295920
user_100962871525684315897,user_116197193480724162859
user_103795921262630398720,user_104441415299714065572
user_102476152658204495450,user_108705174211639807508
user_110668479729372555286,user_109923941665874520762
user_111965319170155055546,user_110347380425323822802
user_100518419853963396365,user_111654284395316165338
user_105598331474460267998,user_113550515771257787396
user_105706178492556563330,user_110701307803962595019
user_108013686774011866690,user_102150693225130002912
user_100555383096414009506,user_114987957963756854287
user_105598331474460267998,user_114850559479625069262
user_114928937512638769810,user_110318982509514011806
user_103321598587319677720,user_116634208853439812955
user_100856215453651990855,user_101948839174240778386
user_117680872003014443769,user_101265890424846702444
user_108056398297424061653,user_103420968359115326770
user_116737306836663798171,user_110656986166810342588
user_100512649718649402368,user_116594199576805510790
user_110615203095633370838,user_100612175927429294541
user_112188647432305746617,user_103875235756094794972
user_117270655453846612117,user_110865239138634754687
user_112333933532796782076,user_105545643950342933917
user_106330246449513547886,user_101748070371523002333
user_118227548810368513262,user_113217924531763968801
user_104987932455782713675,user_103861741370066605527
user_109318802055851257299,user_105545643950342933917
user_116807883656585676940,user_106501936839371135482
user_100620732971603495982,user_113331808607528811927
user_106324260969464307293,user_116013911318003177996
user_113838352498860544569,user_103429767916333774260
user_105363480331625813313,user_114044223936446378312
user_100555383096414009506,user_112413860260589530492
user_107375322906605680039,user_110347380425323822802
user_100377940347053808663,user_101547242940587948399
user_112601371820511846657,user_113116318008017777871
user_113364856660738963998,user_116040565882702717981
user_107111579950257773726,user_113127486243987630038
user_103341723446617438320,user_105363480331625813313
user_116973390574320264137,user_112395984886882740302
user_104424338679069151673,user_104619747503393735851
user_105126600602218044918,user_109667384864782087641
user_114839638425953508537,user_101692096009250888838
user_110865239138634754687,user_118015300804185508647
user_110402676895484917704,user_105872806106213007611
user_101682840338947184385,user_106189723444098348646
user_111480413428119678209,user_110933278795835298751
user_115663349712547159066,user_104356883036782964619
user_108322543021146059132,user_103861741370066605527
user_105650167745347450637,user_106534161494207401604
user_108079904701697074842,user_104896478495888175813
user_105068531496447333786,user_101174951617223562800
user_107156755577155979497,user_104586573589872571364
user_116513405135290689474,user_118231359308876873021
user_112799586715644830245,user_100500197140377336562
user_106526452034734966566,user_108640673873589796416
user_111983095812878629768,user_100500197140377336562
user_111293145978179424990,user_115478779964227301239
user_106707821265981413302,user_114618043230336563405
user_108466870039650470305,user_108012991939099820186
user_105363480331625813313,user_108855200241623204226
user_106992071744711893668,user_106558284273162270526
user_106944536119733342041,user_116965236050828694670
user_101157854606139706613,user_101046956874219339437
user_104424338679069151673,user_115655034901162574758
user_116979744203859215898,user_104586573589872571364
user_102490257231357450303,user_112799586715644830245
user_113116318008017777871,user_115565811010545226083
user_107991035368810507771,user_109870053628419941069
user_113920721823301219308,user_110318982509514011806
user_107625557514813177939,user_116200892915573902040
user_116819601264686093434,user_102271937385988687810
user_100490938532400683276,user_113117251731252114390
user_109130886479781915270,user_114629508960670409934
user_103616688306533110915,user_101888861698655467345
user_107111579950257773726,user_107182023412675026262
user_109330684746468207713,user_116947906726568301788
user_107156755577155979497,user_104441415299714065572
user_100956828577544924912,user_101448421982595335481
user_114346317659753507000,user_103233967921245494760
user_107727150903234299458,user_103795921262630398720
user_108736646334864181044,user_117665613028757061169
user_102889559256621132781,user_117297867503542100495
user_106612198252274444886,user_100973338013746275174
user_108462037665756760359,user_108246154658242260598
user_113475277239647026452,user_104560124403688998123
user_108346637271615594833,user_118299777136505117634
user_117270655453846612117,user_116302527527023675412
user_113523342129587107920,user_117290454194091097715
user_104679138423679974698,user_116819601264686093434
user_114126308045090257233,user_114387277236308334527
user_113764089012565237302,user_109306827362311084040
user_116737306836663798171,user_113677817925719341659
user_116334142134816078699,user_105237212888595777019
user_112799586715644830245,user_106926403533589251639
user_107211094246725549672,user_113186623583029971455
user_117265302061982152409,user_111004328782782734958
user_108056398297424061653,user_102179898810351096347
user_107753428759636856492,user_100537991844787325512
user_110753107896469232101,user_112218872649456413744
user_110776101657735290617,user_114340129708942794232
user_103090889232468301451,user_108322543021146059132
user_107375322906605680039,user_116416314233992548280
user_104602860284118862026,user_101483533411566453214
user_113340344488226387361,user_113556266482860931616
user_111035851894814840076,user_107444953832494307031
user_100043057758270223301,user_103861741370066605527
user_117297867503542100495,user_101948839174240778386
user_105363480331625813313,user_115080511474130363904
user_108079904701697074842,user_107988469357342173268
user_108322543021146059132,user_113929616350498302317
user_105857903906473238896,user_106384851351514110088
user_110171339580648239267,user_105076678694475690385
user_115029103168794726630,user_106930366760781442169
user_102815391713140794570,user_108736646334864181044
user_111121336912406932897,user_116416314233992548280
user_107833107845497630206,user_112072934052683456906
user_110788689115113965536,user_102218502614021519543
user_107182023412675026262,user_110877363259509543172
user_106324260969464307293,user_105268634963924623607
user_103341723446617438320,user_113556266482860931616
user_113006028898915385825,user_100219691404074384850
user_114301140286672625486,user_111538009015644508967
user_107782428411922679571,user_106707821265981413302
user_105959481511766460998,user_102797953003564182378
user_116200892915573902040,user_113201971663885139375
user_116366087532591682557,user_116899029375914044550
user_107211094246725549672,user_106099784511749243122
user_112658509879375652305,user_102854311912714900388
user_110446538727989465968,user_106734796011714755852
user_105668631124768022675,user_107808632970543448071
user_102397052073935758476,user_118207880179234484610
user_102255986016613110352,user_114717554329322767813
user_103721531088765428547,user_100110525811498968376
user_106992071744711893668,user_106160293361349494652
user_107736282424750070684,user_118301727363923491343
user_103912470393680459414,user_102255986016613110352
user_117527718645259277548,user_107161758471284783023
user_114092052797730247075,user_103486150650858067282
user_104896478495888175813,user_101265890424846702444
user_111775909611846609731,user_112710501221399450850
user_115578224090485355580,user_103097764320602190090
user_109596373340495798827,user_108346637271615594833
user_109140277806644720261,user_100300281975626912157
user_106862156479660675047,user_114935879585996359700
user_108208513736292177751,user_114204703228150089266
user_103484147548147545515,user_100411393388776865339
user_101052845941647002594,user_103541694080221120019
user_101111725148957537937,user_107026299993226528916
user_112330426094287690538,user_113217924531763968801
user_102915801446798382700,user_108825437933998119624
user_106582900896228047489,user_113859540036726448291
user_105126600602218044918,user_107111579950257773726
user_103090889232468301451,user_117757565120070816446
user_109602109099036550366,user_113186623583029971455
user_114742546997782116347,user_102604554618567108175
user_106330246449513547886,user_118184936255132270234
user_118303283951449952966,user_111164095920889813531
user_114287391248383368206,user_106356964679457436995
user_117388252776312694644,user_117791034087176894458
user_109145684557742553091,user_114487965928288927815
user_115622466243011136115,user_109813896768294978296
user_109596373340495798827,user_104441415299714065572
user_118015300804185508647,user_111220150614792065275
user_108322543021146059132,user_102271937385988687810
user_106582900896228047489,user_108189587050871927619
user_116766352265080910418,user_112799900876016618370
user_118189579474565903298,user_102038831382717835405
user_118224579703977604263,user_112761413213697188630
user_108105194941776408439,user_116339430670263519533
user_111860497034317566483,user_108645589277926899961
user_114650747666128230743,user_113567079117038816080
user_103150328351925153314,user_115623252983295760522
user_114503806689722509896,user_100620732971603495982
user_109318802055851257299,user_113643425309682495997
user_105363480331625813313,user_100333543044473222310
user_104250970445890717876,user_100605864222557374608
user_114857801937726299428,user_117765521878416995230
user_105126600602218044918,user_112188647432305746617
user_116513405135290689474,user_102904128915733925934
user_108515337642482876128,user_115111902757485641613
user_117698165607464864806,user_101261243957067319422
user_104679138423679974698,user_112315841125189904802
user_114121522802422541341,user_103833388179391400138
user_118053787345192709725,user_100075370731033242197
user_115702306533209355625,user_102204551868146455501
user_101448421982595335481,user_100872931924256445066
user_117259934788907243749,user_108082478497335384404
user_107565646610688820163,user_102034052532213921839
user_110446538727989465968,user_107055831699570675932
user_100535338638690515335,user_108159551615224338529
user_101052845941647002594,user_113097276181543898574
user_102034052532213921839,user_114765095157367281222
user_106636280351174936240,user_102633037393674620951
user_108986482395975467331,user_105445338044186927815
user_105598331474460267998,user_100528843579371775272
user_109877035555455451821,user_104397059726359189186
user_105084887709488317066,user_108640673873589796416
user_115710735637044108808,user_102038831382717835405
user_116059703588219590243,user_107892094740226004193
user_107727150903234299458,user_113699611323257837519
user_100487948960127602987,user_101799324245089780949
user_114089069528015035598,user_117691391504351341685
user_116719211656774388392,user_108683283643126638695
user_105324761189549512199,user_117361056103401565748
user_113340344488226387361,user_108066571890832937802
user_102915801446798382700,user_104441415299714065572
user_100894513529515310753,user_118207880179234484610
user_111716948575577959969,user_106567570642614609073
user_114466969251209334825,user_112246941389479622430
user_111162301399626566385,user_107177203146640599248
user_112330426094287690538,user_102476152658204495450
user_118053787345192709725,user_106099784511749243122
user_107833107845497630206,user_113751353481962008916
user_111711145986835145800,user_113863532089714339729
user_117286003363424561697,user_110456453592220725136
user_108462037665756760359,user_103029870795404358045
user_105146290850515029724,user_103234640511806627598
user_114121522802422541341,user_106792630639449031994
user_100856215453651990855,user_107161758471284783023
user_104591903036738260658,user_113006028898915385825
user_109306827362311084040,user_105547060999578080024
user_104602860284118862026,user_104672614700283598130
user_111035851894814840076,user_102965501513711820631
user_115541776543203333211,user_117609108850021717306
user_105650167745347450637,user_117609108850021717306
user_117286003363424561697,user_109590423597896078382
user_115958937168985975805,user_104424338679069151673
user_107211094246725549672,user_106898588952511738977
user_114126308045090257233,user_117630946657875928602
user_113881433443048137993,user_104233435224873922474
user_111435079858164240138,user_100432456209427807893
user_112333933532796782076,user_102547044539623029950
user_101682840338947184385,user_111649579223579960688
user_114466969251209334825,user_105601162334563131771
user_112188647432305746617,user_102604554618567108175
user_105857903906473238896,user_118053787345192709725
user_109454408494598337213,user_103839604733587411268
user_109813811254829685344,user_115655034901162574758
user_116979744203859215898,user_113710395888978478005
user_102815391713140794570,user_104896478495888175813
user_102149364210050358793,user_108551811075711499995
user_104359626267906791594,user_111832530347449196055
user_100763770877733610336,user_107156755577155979497
user_116766352265080910418,user_108066571890832937802
user_113340344488226387361,user_117265302061982152409
user_107318169263608653171,user_118320665823821681206
user_104431730105423927774,user_105859572248327107497
user_114765095157367281222,user_115744399689614835150
user_102725109790365996602,user_115739378269261680935
user_103490014051577974992,user_115858612877723984178
user_100518419853963396365,user_102034052532213921839
user_109486203725207616885,user_112424773829882275048
user_101682840338947184385,user_116113014152499702246
user_100333543044473222310,user_113751353481962008916
user_107101180435512134121,user_110818385850684816555
user_112188647432305746617,user_104298156070730115178
user_116899029375914044550,user_101698568710409127237
user_104644540170824315841,user_114650747666128230743
user_101448421982595335481,user_107905455800180378660
user_112696040957795558674,user_117220229319287930142
user_105076678694475690385,user_113116318008017777871
user_109486203725207616885,user_104550678234629742078
user_117741745713138927677,user_104484219049883711215
user_107590093667978669374,user_109339805471557551388
user_112333933532796782076,user_117501857213226184953
user_118053787345192709725,user_109486203725207616885
user_117388252776312694644,user_101314078672406559974
user_102547044539623029950,user_103399926392582289066
user_114092052797730247075,user_109895887909967698705
user_113261832667487932178,user_109642110729336476669
user_109823866624096356922,user_114870652491954460386
user_112555506420381923902,user_109398421611492546729
user_114122960748905067938,user_115942465808917099258
user_111091089527727420853,user_108182106411180467879
user_114503806689722509896,user_116973390574320264137
user_102547044539623029950,user_103029870795404358045
user_106319513029687215679,user_109385828142935151413
user_108896556048763968559,user_110318982509514011806
user_105363480331625813313,user_101567686389173421706
user_114364966738487776347,user_118230138066120295920
user_100834378485895409468,user_112374836634096795698
user_113208141773268590339,user_102034052532213921839
user_109602109099036550366,user_103809839833065657064
user_105126600602218044918,user_109443407918560334714
user_116420525701620762245,user_117791391761541223690
user_102149364210050358793,user_112433233162542061134
user_108343902805808619968,user_105086795356637922650
user_113514115429569600130,user_114151508338995369996
user_107602882044753150398,user_107117483540235115863
user_114853458007065354930,user_113089996646628106127
user_100923216452194411003,user_114469254206078607532
user_109306827362311084040,user_103100496883422151101
user_116229548584533052328,user_112246941389479622430
user_113261832667487932178,user_113882113745075873153
user_103920960738189723326,user_109043804130056015419
user_113556266482860931616,user_101692096009250888838
user_108582380062864553580,user_106717946845088683921
user_103739956981270863755,user_100634689476721730278
user_101157854606139706613,user_114919915226752492773
user_108056398297424061653,user_105650167745347450637
user_107534991451098430533,user_114592751246503219483
user_104687831543694050353,user_101547242940587948399
user_114870652491954460386,user_100512649718649402368
user_106724181552911298818,user_113006028898915385825
user_107760322959931160638,user_103493459351957813291
user_114126308045090257233,user_103701222166655506995
user_103061218133986046830,user_103097764320602190090
user_112737087024763980113,user_113211392356513293746
user_107022061436866576067,user_104560124403688998123
user_114122960748905067938,user_103583604759580854844
user_107101180435512134121,user_114345903275605514915
user_107727150903234299458,user_116366087532591682557
user_115710735637044108808,user_100493440776527702800
user_115516333681138986628,user_100655691978877752465
user_108318705012627692652,user_109181903902951496188
user_114742546997782116347,user_100555391510262533605
user_113604292901011339914,user_111527751772875860138
user_115478779964227301239,user_100612175927429294541
user_108255750659110762991,user_100523784851251213675
user_111159036121102171686,user_106238517966209289576
user_112651821425677274147,user_100327603635717936220
user_103490014051577974992,user_110044546603209583018
user_113881433443048137993,user_108551811075711499995
user_117388252776312694644,user_108865224681518296173
user_110318982509514011806,user_111538009015644508967
user_102522934609785480475,user_104577357381178665210
user_117527718645259277548,user_101052845941647002594
user_109201681846030076792,user_101465854435804471513
user_113202456305358222294,user_107332232527606860180
user_107527001343993112621,user_107892094740226004193
user_118323006760401758037,user_105312096129013929007
user_109201681846030076792,user_100940716892313727285
user_111091089527727420853,user_115623252983295760522
user_107602882044753150398,user_103809839833065657064
user_108208513736292177751,user_112472063587247013272
user_103652441454188509895,user_116570889542655364711
user_116973390574320264137,user_104482086818095930400
user_112330426094287690538,user_104376123433741873548
user_105015334290243649083,user_110776101657735290617
user_108462037665756760359,user_106724181552911298818
user_101052845941647002594,user_107753428759636856492
user_103341723446617438320,user_101682840338947184385
user_109877035555455451821,user_102604554618567108175
user_100333543044473222310,user_112764701986732618903
user_115047896996200277508,user_104364058018116761460
user_106862156479660675047,user_101681034316065549810
user_100555383096414009506,user_106123465281190845478
user_114744510189908480227,user_113687916808174552540
user_110276241285032138769,user_110865239138634754687
user_115080511474130363904,user_101483533411566453214
user_114744510189908480227,user_102397052073935758476
user_112737087024763980113,user_106682831104422461380
user_112658509879375652305,user_103112149634414554669
user_104644540170824315841,user_103454297475480511679
user_109318802055851257299,user_103616688306533110915
user_116207116265059961468,user_100275307499530023476
user_110776101657735290617,user_109043804130056015419
user_108482500385131341255,user_102150693225130002912
user_105741303026472281088,user_108646644922255760914
user_115516333681138986628,user_106979372492552141708
user_110636639253275529090,user_112671613807103204042
user_100275307499530023476,user_110981030061712822816
user_105324761189549512199,user_114346317659753507000
user_103147347309732225253,user_109923941665874520762
user_107442487364792461242,user_110317604568805674201
user_113211392356513293746,user_101817213052779787512
user_114987957963756854287,user_112246941389479622430
user_104672614700283598130,user_113117251731252114390
user_113554941842237111460,user_103616688306533110915
user_102904072906435195211,user_118197810020432218051
user_104424338679069151673,user_106099784511749243122
user_113340344488226387361,user_117630946657875928602
user_117766241773876813219,user_113464569897311842405
user_105248484118148978714,user_103825681530404900115
user_103861741370066605527,user_107442487364792461242
user_116229548584533052328,user_105237212888595777019
user_113127486243987630038,user_114850559479625069262
user_102149364210050358793,user_103399926392582289066
user_105324761189549512199,user_108581371748491713295
user_101733511248571240829,user_107833107845497630206
user_101748070371523002333,user_116721722877630861143
user_107140884077582692033,user_118320665823821681206
user_112696040957795558674,user_107565646610688820163
user_104743018975943257212,user_117259934788907243749
user_105246828264278441318,user_113524745665911089922
user_104743018975943257212,user_117421021456205115327
user_107782428411922679571,user_114031343427075940404
user_107926385284408156819,user_106950551569609292145
user_114503806689722509896,user_108346637271615594833
user_106862156479660675047,user_102865263115020893218
user_113003110209055466285,user_111220150614792065275
user_106027609527831583580,user_112218872649456413744
user_109829103207295789295,user_114987957963756854287
user_105650167745347450637,user_110258899475477198037
user_107375322906605680039,user_110100468009673900593
user_109201681846030076792,user_109342148209917802565
user_109201681846030076792,user_118170059441102440825
user_104687831543694050353,user_105551989431666449555
user_114928937512638769810,user_113210431006401244170
user_117840649766034848455,user_114236604403554541461
user_103321598587319677720,user_112658509879375652305
user_102725109790365996602,user_104560124403688998123
user_104743018975943257212,user_116719211656774388392
user_106324260969464307293,user_109080723668547114837
user_102665200552377966664,user_116719211656774388392
user_108582380062864553580,user_107395795129791787754
user_105844328547178759011,user_102150693225130002912
user_115663349712547159066,user_113322155096671173921
user_113684228229434604484,user_112072934052683456906
user_111716948575577959969,user_104397059726359189186
user_116229548584533052328,user_104111246635874032234
user_118053787345192709725,user_107545326706908151271
user_116200892915573902040,user_107727150903234299458
user_106324260969464307293,user_105089049053826545003
user_100333543044473222310,user_117840649766034848455
user_105146290850515029724,user_113144541265223594115
user_110792617224152644180,user_103030116155431184588
user_112375731670409469973,user_100219691404074384850
user_112330426094287690538,user_109895887909967698705
user_117680872003014443769,user_109596373340495798827
user_117297867503542100495,user_111310990991240556038
user_100763770877733610336,user_102547044539623029950
user_113340344488226387361,user_102991700177087923792
user_104822148447769571820,user_113186623583029971455
user_109699802280969182272,user_100529254209883138518
user_101962829696981365403,user_108439032486286528947
user_104896478495888175813,user_107318169263608653171
user_104679138423679974698,user_110426576287213799804
user_105545643950342933917,user_114857801937726299428
user_100856215453651990855,user_114604853277237932770
user_100856215453651990855,user_110776101657735290617
user_100973338013746275174,user_108246154658242260598
user_102216887206636463918,user_103871883270165000246
user_101681034316065549810,user_113798464517411112752
user_109699802280969182272,user_108056398297424061653
user_107379489464447013340,user_110277586713114187619
user_118230138066120295920,user_100327603635717936220
user_110865239138634754687,user_113211392356513293746
user_115106448444522478339,user_102667586673440114166
user_109201681846030076792,user_103389452828130864950
user_110792617224152644180,user_107234826207633309420
user_104881963224863544027,user_114122960748905067938
user_110276241285032138769,user_109813811254829685344
user_112330426094287690538,user_117743515957583183445
user_103825681530404900115,user_104557885419342982371
user_112579116320573535497,user_107602882044753150398
user_107732802446301744236,user_116992221479414639679
user_111716948575577959969,user_112188647432305746617
user_111965319170155055546,user_103997409386976193988
user_102255986016613110352,user_115296715063515200155
user_104064546334481015008,user_102989621403171986157
user_111035851894814840076,user_111510457148784436503
user_105015334290243649083,user_104577357381178665210
user_104687831543694050353,user_114717554329322767813
user_113340344488226387361,user_111707038330878541542
user_111860497034317566483,user_106779512870994415471
user_110792617224152644180,user_114870652491954460386
user_105363480331625813313,user_108320953284407783437
user_103541694080221120019,user_117259934788907243749
user_118189579474565903298,user_101799324245089780949
user_108986482395975467331,user_104233435224873922474
user_108322543021146059132,user_109262645871414658806
user_108869749635348559485,user_111513549056668450674
user_108515337642482876128,user_113006028898915385825
user_104658400555923154675,user_101261243957067319422
user_101052845941647002594,user_107300439022352685764
user_113340344488226387361,user_108986482395975467331
user_112188647432305746617,user_101035116763922344248
user_113006028898915385825,user_103389452828130864950
user_102889559256621132781,user_108066571890832937802
user_116807883656585676940,user_116594199576805510790
user_107753428759636856492,user_100585555255542998765
user_105650167745347450637,user_113523342129587107920
user_103430354793980131606,user_110318982509514011806
user_116766352265080910418,user_118053787345192709725
user_105248484118148978714,user_108998673146368660257
user_112330426094287690538,user_113117251731252114390
user_108998673146368660257,user_108320953284407783437
user_106862156479660675047,user_105598331474460267998
user_106682831104422461380,user_111480413428119678209
user_115919664843599780912,user_110260043240685719403
user_100221555167886931877,user_116374117927631468606
user_107375322906605680039,user_108255750659110762991
user_113523342129587107920,user_109443407918560334714
user_114122960748905067938,user_116899029375914044550
user_115541776543203333211,user_107808632970543448071
user_101222579319909953067,user_112246941389479622430
user_100518419853963396365,user_111091089527727420853
user_109266052612007295479,user_100275307499530023476
user_110668479729372555286,user_115695578304416858659
user_100528843579371775272,user_102968488537700363322
user_103399926392582289066,user_111654284395316165338
user_107379489464447013340,user_100940716892313727285
user_104458801156000551882,user_104111246635874032234
user_106493827472880328627,user_112599748506977857728
user_104644540170824315841,user_104038699355103594931
user_118092786772611649383,user_118230138066120295920
user_107323726887023845557,user_101235095970404720691
user_107211094246725549672,user_108013686774011866690
user_101650411383078099702,user_101441913939865423456
user_107318169263608653171,user_106862156479660675047
user_118230138066120295920,user_103907806627406122152
user_113316148669723868015,user_109807016039593009778
user_116420525701620762245,user_109140277806644720261
user_118323006760401758037,user_114345903275605514915
user_111142884289817620371,user_100518419853963396365
user_114126308045090257233,user_105668631124768022675
user_115080511474130363904,user_104233435224873922474
user_113364856660738963998,user_112063946124358686266
user_110351160992477343545,user_106792630639449031994
user_116719211656774388392,user_117220229319287930142
